split,target,fold,subject_id,balance_rate,history_rows,future_rows,history_pos_rate,target_future_mean,before_mean,after_mean,candidate
test,Q3,-1,id03,0.515,33,21,0.7272727272727273,0.18142857142857155,0.7188787288501627,0.18142857142857152,allq_rate_0p515
test,Q3,-1,id04,0.515,57,27,0.7719298245614035,0.02,0.656701164267993,0.02,allq_rate_0p515
test,Q3,-1,id05,0.515,44,21,0.6818181818181818,0.16547619047619055,0.6720995100998898,0.16547619047619055,allq_rate_0p515
test,Q3,-1,id06,0.515,48,24,0.5,0.5449999999999999,0.7075179070229897,0.5449999999999998,allq_rate_0p515
test,Q3,-1,id07,0.515,49,30,0.5102040816326531,0.5228333333333334,0.568978450035546,0.5228333333333334,allq_rate_0p515
test,Q3,-1,id08,0.515,56,19,0.44642857142857145,0.7171052631578947,0.4899802533655507,0.7171052631578946,allq_rate_0p515
test,Q3,-1,id09,0.515,41,27,0.43902439024390244,0.6303703703703705,0.6327151811524112,0.6303703703703705,allq_rate_0p515
test,Q3,-1,id10,0.515,33,22,0.6363636363636364,0.33295454545454545,0.5104496696852849,0.33295454545454545,allq_rate_0p515
oof,Q1,0,id01,0.52,32,9,0.5,0.5911111111111111,0.38812273618277726,0.5911111111111111,allq_rate_0p52
oof,Q1,0,id02,0.52,38,10,0.5789473684210527,0.2960000000000001,0.4647918364292587,0.29600000000000015,allq_rate_0p52
oof,Q1,0,id03,0.52,26,7,0.8846153846153846,0.02,0.8131467496638531,0.020000000000000014,allq_rate_0p52
oof,Q1,0,id04,0.52,45,12,0.4888888888888889,0.6366666666666667,0.6110989039050624,0.6366666666666666,allq_rate_0p52
oof,Q1,0,id05,0.52,35,9,0.6857142857142857,0.02,0.7594300556964532,0.019999999999999993,allq_rate_0p52
oof,Q1,0,id06,0.52,38,10,0.18421052631578946,0.98,0.30856119325719356,0.9799999999999999,allq_rate_0p52
oof,Q1,0,id07,0.52,39,10,0.48717948717948717,0.648,0.4231188600317646,0.648,allq_rate_0p52
oof,Q1,0,id08,0.52,44,12,0.4318181818181818,0.8433333333333334,0.3669871002688796,0.8433333333333333,allq_rate_0p52
oof,Q1,0,id09,0.52,32,9,0.53125,0.48000000000000004,0.38896768738382836,0.4799999999999999,allq_rate_0p52
oof,Q1,0,id10,0.52,26,7,0.4230769230769231,0.88,0.5007194466009841,0.88,allq_rate_0p52
oof,Q1,1,id01,0.52,33,8,0.3939393939393939,0.98,0.5384931070855642,0.9799999999999999,allq_rate_0p52
oof,Q1,1,id02,0.52,38,10,0.5526315789473685,0.3960000000000001,0.5967320905580747,0.3960000000000001,allq_rate_0p52
oof,Q1,1,id03,0.52,26,7,0.8846153846153846,0.02,0.6039361347811463,0.020000000000000014,allq_rate_0p52
oof,Q1,1,id04,0.52,46,11,0.6086956521739131,0.14909090909090914,0.5664943570866403,0.14909090909090905,allq_rate_0p52
oof,Q1,1,id05,0.52,35,9,0.6,0.20888888888888918,0.602721395882925,0.20888888888888912,allq_rate_0p52
oof,Q1,1,id06,0.52,38,10,0.15789473684210525,0.98,0.3421052596537636,0.9800000000000001,allq_rate_0p52
oof,Q1,1,id07,0.52,39,10,0.48717948717948717,0.648,0.5429138311229478,0.6479999999999999,allq_rate_0p52
oof,Q1,1,id08,0.52,45,11,0.35555555555555557,0.98,0.43568284548160396,0.9799999999999998,allq_rate_0p52
oof,Q1,1,id09,0.52,33,8,0.5151515151515151,0.54,0.4111619722418398,0.54,allq_rate_0p52
oof,Q1,1,id10,0.52,26,7,0.46153846153846156,0.7371428571428572,0.3765408662626736,0.7371428571428572,allq_rate_0p52
oof,Q1,2,id01,0.52,33,8,0.45454545454545453,0.79,0.27312887322634244,0.7899999999999999,allq_rate_0p52
oof,Q1,2,id02,0.52,39,9,0.5128205128205128,0.5511111111111112,0.4846848028679077,0.5511111111111112,allq_rate_0p52
oof,Q1,2,id03,0.52,27,6,0.8148148148148148,0.02,0.8253749605561058,0.02000000000000001,allq_rate_0p52
oof,Q1,2,id04,0.52,45,12,0.6666666666666666,0.02,0.5300147974512049,0.020000000000000007,allq_rate_0p52
oof,Q1,2,id05,0.52,35,9,0.5428571428571428,0.4311111111111114,0.518591233254995,0.43111111111111133,allq_rate_0p52
oof,Q1,2,id06,0.52,39,9,0.10256410256410256,0.98,0.26146065084102366,0.9799999999999999,allq_rate_0p52
oof,Q1,2,id07,0.52,39,10,0.5128205128205128,0.548,0.6049432834417064,0.548,allq_rate_0p52
oof,Q1,2,id08,0.52,45,11,0.4222222222222222,0.92,0.27331028280008346,0.9199999999999999,allq_rate_0p52
oof,Q1,2,id09,0.52,33,8,0.5151515151515151,0.54,0.5135307837168388,0.54,allq_rate_0p52
oof,Q1,2,id10,0.52,27,6,0.5555555555555556,0.36000000000000004,0.5143083995982666,0.36000000000000004,allq_rate_0p52
oof,Q1,3,id01,0.52,33,8,0.5151515151515151,0.54,0.5960919496717141,0.5399999999999999,allq_rate_0p52
oof,Q1,3,id02,0.52,38,10,0.5263157894736842,0.4960000000000001,0.567250695192935,0.4960000000000001,allq_rate_0p52
oof,Q1,3,id03,0.52,26,7,0.8076923076923077,0.02,0.8037218581008274,0.019999999999999993,allq_rate_0p52
oof,Q1,3,id04,0.52,46,11,0.5217391304347826,0.5127272727272728,0.5747027961762879,0.5127272727272726,allq_rate_0p52
oof,Q1,3,id05,0.52,35,9,0.6,0.20888888888888918,0.6409251132707702,0.2088888888888892,allq_rate_0p52
oof,Q1,3,id06,0.52,38,10,0.10526315789473684,0.98,0.27742333064187896,0.9799999999999999,allq_rate_0p52
oof,Q1,3,id07,0.52,39,10,0.5384615384615384,0.44800000000000006,0.5178437707543291,0.44799999999999995,allq_rate_0p52
oof,Q1,3,id08,0.52,45,11,0.4666666666666667,0.7381818181818183,0.41112516752077366,0.7381818181818183,allq_rate_0p52
oof,Q1,3,id09,0.52,33,8,0.5757575757575758,0.29000000000000004,0.5663546405849964,0.29000000000000004,allq_rate_0p52
oof,Q1,3,id10,0.52,26,7,0.5384615384615384,0.45142857142857146,0.44861541818065076,0.4514285714285714,allq_rate_0p52
oof,Q1,4,id01,0.52,33,8,0.3333333333333333,0.98,0.47099550677140567,0.98,allq_rate_0p52
oof,Q1,4,id02,0.52,39,9,0.5384615384615384,0.4400000000000001,0.5635519025845672,0.4400000000000001,allq_rate_0p52
oof,Q1,4,id03,0.52,27,6,0.8518518518518519,0.02,0.7213625043666081,0.020000000000000004,allq_rate_0p52
oof,Q1,4,id04,0.52,46,11,0.5217391304347826,0.5127272727272728,0.6155045961847023,0.5127272727272726,allq_rate_0p52
oof,Q1,4,id05,0.52,36,8,0.6388888888888888,0.02,0.43649764158998605,0.019999999999999993,allq_rate_0p52
oof,Q1,4,id06,0.52,39,9,0.1794871794871795,0.98,0.3466368529554634,0.9799999999999999,allq_rate_0p52
oof,Q1,4,id07,0.52,40,9,0.525,0.4977777777777778,0.47078227156452546,0.4977777777777778,allq_rate_0p52
oof,Q1,4,id08,0.52,45,11,0.37777777777777777,0.98,0.35646527187000365,0.98,allq_rate_0p52
oof,Q1,4,id09,0.52,33,8,0.42424242424242425,0.915,0.3999919414034874,0.915,allq_rate_0p52
oof,Q1,4,id10,0.52,27,6,0.4444444444444444,0.86,0.4950950375769163,0.8599999999999999,allq_rate_0p52
test,Q1,-1,id01,0.52,41,27,0.43902439024390244,0.642962962962963,0.4336724013809039,0.642962962962963,allq_rate_0p52
test,Q1,-1,id02,0.52,48,32,0.5416666666666666,0.48750000000000004,0.5105957198340306,0.4875,allq_rate_0p52
test,Q1,-1,id03,0.52,33,21,0.8484848484848485,0.02,0.6787227179611905,0.02,allq_rate_0p52
test,Q1,-1,id04,0.52,57,27,0.5614035087719298,0.4325925925925926,0.5842484958604136,0.43259259259259253,allq_rate_0p52
test,Q1,-1,id05,0.52,44,21,0.6136363636363636,0.323809523809524,0.5974882935120752,0.323809523809524,allq_rate_0p52
test,Q1,-1,id06,0.52,48,24,0.14583333333333334,0.98,0.2615632648414763,0.9799999999999999,allq_rate_0p52
test,Q1,-1,id07,0.52,49,30,0.5102040816326531,0.5359999999999999,0.5296516335797071,0.5359999999999999,allq_rate_0p52
test,Q1,-1,id08,0.52,56,19,0.4107142857142857,0.8421052631578947,0.35189420653875336,0.8421052631578946,allq_rate_0p52
test,Q1,-1,id09,0.52,41,27,0.5121951219512195,0.5318518518518518,0.5103423937300035,0.5318518518518517,allq_rate_0p52
test,Q1,-1,id10,0.52,33,22,0.48484848484848486,0.5727272727272728,0.4602822400374256,0.5727272727272728,allq_rate_0p52
oof,Q2,0,id01,0.52,32,9,0.65625,0.03555555555555559,0.5921550671379797,0.03555555555555558,allq_rate_0p52
oof,Q2,0,id02,0.52,38,10,0.7105263157894737,0.02,0.5817299076354894,0.02000000000000001,allq_rate_0p52
oof,Q2,0,id03,0.52,26,7,0.8846153846153846,0.02,0.6112780898979978,0.02000000000000001,allq_rate_0p52
oof,Q2,0,id04,0.52,45,12,0.5555555555555556,0.3866666666666667,0.5896553205893887,0.3866666666666667,allq_rate_0p52
oof,Q2,0,id05,0.52,35,9,0.34285714285714286,0.98,0.5682193851330469,0.9799999999999999,allq_rate_0p52
oof,Q2,0,id06,0.52,38,10,0.5,0.5960000000000001,0.5804313568109685,0.596,allq_rate_0p52
oof,Q2,0,id07,0.52,39,10,0.48717948717948717,0.648,0.5738851747102789,0.648,allq_rate_0p52
oof,Q2,0,id08,0.52,44,12,0.75,0.02,0.6011025767723889,0.020000000000000007,allq_rate_0p52
oof,Q2,0,id09,0.52,32,9,0.5625,0.36888888888888893,0.5716074027977129,0.368888888888889,allq_rate_0p52
oof,Q2,0,id10,0.52,26,7,0.46153846153846156,0.7371428571428572,0.5812864304587811,0.7371428571428572,allq_rate_0p52
oof,Q2,1,id01,0.52,33,8,0.5454545454545454,0.41500000000000004,0.3942445166744371,0.415,allq_rate_0p52
oof,Q2,1,id02,0.52,38,10,0.6578947368421053,0.02,0.5518612725044042,0.019999999999999997,allq_rate_0p52
oof,Q2,1,id03,0.52,26,7,0.8461538461538461,0.02,0.6141076286442594,0.020000000000000007,allq_rate_0p52
oof,Q2,1,id04,0.52,46,11,0.5,0.6036363636363636,0.3952736091235938,0.6036363636363636,allq_rate_0p52
oof,Q2,1,id05,0.52,35,9,0.4,0.98,0.6719857414723189,0.98,allq_rate_0p52
oof,Q2,1,id06,0.52,38,10,0.47368421052631576,0.6960000000000001,0.28699561593154826,0.696,allq_rate_0p52
oof,Q2,1,id07,0.52,39,10,0.48717948717948717,0.648,0.5681188665691235,0.6479999999999999,allq_rate_0p52
oof,Q2,1,id08,0.52,45,11,0.7555555555555555,0.02,0.7852087463810402,0.019999999999999987,allq_rate_0p52
oof,Q2,1,id09,0.52,33,8,0.45454545454545453,0.79,0.2827105335855472,0.7899999999999998,allq_rate_0p52
oof,Q2,1,id10,0.52,26,7,0.6153846153846154,0.16571428571428573,0.6949391092113821,0.16571428571428576,allq_rate_0p52
oof,Q2,2,id01,0.52,33,8,0.45454545454545453,0.79,0.46422728599087637,0.79,allq_rate_0p52
oof,Q2,2,id02,0.52,39,9,0.6410256410256411,0.02,0.5733849622999884,0.020000000000000004,allq_rate_0p52
oof,Q2,2,id03,0.52,27,6,0.8148148148148148,0.02,0.59642445914381,0.020000000000000004,allq_rate_0p52
oof,Q2,2,id04,0.52,45,12,0.5111111111111111,0.5533333333333333,0.39788262693148874,0.5533333333333333,allq_rate_0p52
oof,Q2,2,id05,0.52,35,9,0.42857142857142855,0.8755555555555559,0.6101074957817726,0.8755555555555559,allq_rate_0p52
oof,Q2,2,id06,0.52,39,9,0.3076923076923077,0.98,0.25136771074933767,0.9799999999999999,allq_rate_0p52
oof,Q2,2,id07,0.52,39,10,0.48717948717948717,0.648,0.5724171121608086,0.6479999999999999,allq_rate_0p52
oof,Q2,2,id08,0.52,45,11,0.8666666666666667,0.02,0.7796842718841442,0.02,allq_rate_0p52
oof,Q2,2,id09,0.52,33,8,0.30303030303030304,0.98,0.3312657788591236,0.98,allq_rate_0p52
oof,Q2,2,id10,0.52,27,6,0.5185185185185185,0.5266666666666667,0.5539347363401491,0.5266666666666667,allq_rate_0p52
oof,Q2,3,id01,0.52,33,8,0.5757575757575758,0.29000000000000004,0.6618680058207336,0.2899999999999999,allq_rate_0p52
oof,Q2,3,id02,0.52,38,10,0.6578947368421053,0.02,0.6871427304300618,0.02,allq_rate_0p52
oof,Q2,3,id03,0.52,26,7,0.7692307692307693,0.02,0.6658245466098799,0.02,allq_rate_0p52
oof,Q2,3,id04,0.52,46,11,0.4782608695652174,0.6945454545454546,0.47795735995160293,0.6945454545454545,allq_rate_0p52
oof,Q2,3,id05,0.52,35,9,0.5428571428571428,0.4311111111111114,0.5757950897431505,0.4311111111111113,allq_rate_0p52
oof,Q2,3,id06,0.52,38,10,0.39473684210526316,0.98,0.4833734564986433,0.9799999999999998,allq_rate_0p52
oof,Q2,3,id07,0.52,39,10,0.5897435897435898,0.24800000000000005,0.5953098451450097,0.24800000000000005,allq_rate_0p52
oof,Q2,3,id08,0.52,45,11,0.7777777777777778,0.02,0.6804641451139335,0.020000000000000007,allq_rate_0p52
oof,Q2,3,id09,0.52,33,8,0.5454545454545454,0.41500000000000004,0.5661386316222803,0.41500000000000004,allq_rate_0p52
oof,Q2,3,id10,0.52,26,7,0.5384615384615384,0.45142857142857146,0.5895626259855261,0.4514285714285714,allq_rate_0p52
oof,Q2,4,id01,0.52,33,8,0.5757575757575758,0.29000000000000004,0.6421728441963174,0.29,allq_rate_0p52
oof,Q2,4,id02,0.52,39,9,0.6666666666666666,0.02,0.63302420994593,0.019999999999999983,allq_rate_0p52
oof,Q2,4,id03,0.52,27,6,0.7777777777777778,0.02,0.7513141621164267,0.01999999999999998,allq_rate_0p52
oof,Q2,4,id04,0.52,46,11,0.41304347826086957,0.9672727272727273,0.49052878420536383,0.9672727272727273,allq_rate_0p52
oof,Q2,4,id05,0.52,36,8,0.4444444444444444,0.8600000000000003,0.3318364033692512,0.8600000000000003,allq_rate_0p52
oof,Q2,4,id06,0.52,39,9,0.3076923076923077,0.98,0.5578370768343474,0.9799999999999999,allq_rate_0p52
oof,Q2,4,id07,0.52,40,9,0.5,0.6088888888888889,0.4582058790584466,0.6088888888888889,allq_rate_0p52
oof,Q2,4,id08,0.52,45,11,0.7777777777777778,0.02,0.6375942342685043,0.019999999999999997,allq_rate_0p52
oof,Q2,4,id09,0.52,33,8,0.3333333333333333,0.98,0.46335260546727774,0.98,allq_rate_0p52
oof,Q2,4,id10,0.52,27,6,0.5925925925925926,0.19333333333333336,0.5263507353464852,0.19333333333333333,allq_rate_0p52
test,Q2,-1,id01,0.52,41,27,0.5609756097560976,0.4577777777777778,0.6166441085173674,0.4577777777777778,allq_rate_0p52
test,Q2,-1,id02,0.52,48,32,0.6666666666666666,0.30000000000000004,0.6603306153548796,0.3,allq_rate_0p52
test,Q2,-1,id03,0.52,33,21,0.8181818181818182,0.05142857142857152,0.7654884268816984,0.051428571428571525,allq_rate_0p52
test,Q2,-1,id04,0.52,57,27,0.49122807017543857,0.5807407407407408,0.5413525193995941,0.5807407407407407,allq_rate_0p52
test,Q2,-1,id05,0.52,44,21,0.4318181818181818,0.7047619047619049,0.4592684975981666,0.7047619047619048,allq_rate_0p52
test,Q2,-1,id06,0.52,48,24,0.3958333333333333,0.7683333333333332,0.5339794519635476,0.7683333333333331,allq_rate_0p52
test,Q2,-1,id07,0.52,49,30,0.5102040816326531,0.5359999999999999,0.5076479607655933,0.5359999999999999,allq_rate_0p52
test,Q2,-1,id08,0.52,56,19,0.7857142857142857,0.02,0.70465375246772,0.020000000000000004,allq_rate_0p52
test,Q2,-1,id09,0.52,41,27,0.43902439024390244,0.642962962962963,0.5535361271689245,0.642962962962963,allq_rate_0p52
test,Q2,-1,id10,0.52,33,22,0.5454545454545454,0.48181818181818187,0.5444717850950228,0.4818181818181818,allq_rate_0p52
oof,Q3,0,id01,0.52,32,9,0.59375,0.25777777777777783,0.6187304651663573,0.25777777777777783,allq_rate_0p52
oof,Q3,0,id02,0.52,38,10,0.7631578947368421,0.02,0.612703116552721,0.02000000000000001,allq_rate_0p52
oof,Q3,0,id03,0.52,26,7,0.7692307692307693,0.02,0.6233530823435546,0.020000000000000007,allq_rate_0p52
oof,Q3,0,id04,0.52,45,12,0.7777777777777778,0.02,0.6279361587876564,0.02000000000000001,allq_rate_0p52
oof,Q3,0,id05,0.52,35,9,0.6857142857142857,0.02,0.6211653328740578,0.020000000000000004,allq_rate_0p52
oof,Q3,0,id06,0.52,38,10,0.6052631578947368,0.1960000000000001,0.6140037287150826,0.1960000000000001,allq_rate_0p52
oof,Q3,0,id07,0.52,39,10,0.5128205128205128,0.548,0.6003917686849178,0.5479999999999999,allq_rate_0p52
oof,Q3,0,id08,0.52,44,12,0.45454545454545453,0.7600000000000001,0.6173070410050405,0.7599999999999999,allq_rate_0p52
oof,Q3,0,id09,0.52,32,9,0.4375,0.8133333333333334,0.5991716070194474,0.8133333333333332,allq_rate_0p52
oof,Q3,0,id10,0.52,26,7,0.5384615384615384,0.45142857142857146,0.605643045530644,0.45142857142857146,allq_rate_0p52
oof,Q3,1,id01,0.52,33,8,0.5757575757575758,0.29000000000000004,0.5782704713515929,0.2899999999999999,allq_rate_0p52
oof,Q3,1,id02,0.52,38,10,0.7368421052631579,0.02,0.7165764889186742,0.019999999999999987,allq_rate_0p52
oof,Q3,1,id03,0.52,26,7,0.6923076923076923,0.02,0.5824472503811854,0.01999999999999999,allq_rate_0p52
oof,Q3,1,id04,0.52,46,11,0.782608695652174,0.02,0.5873636377244776,0.020000000000000004,allq_rate_0p52
oof,Q3,1,id05,0.52,35,9,0.6571428571428571,0.02,0.5835870262254557,0.020000000000000004,allq_rate_0p52
oof,Q3,1,id06,0.52,38,10,0.631578947368421,0.09600000000000009,0.5726830331923496,0.09600000000000006,allq_rate_0p52
oof,Q3,1,id07,0.52,39,10,0.5384615384615384,0.44800000000000006,0.5698633570286121,0.44799999999999995,allq_rate_0p52
oof,Q3,1,id08,0.52,45,11,0.35555555555555557,0.98,0.5648593425558492,0.98,allq_rate_0p52
oof,Q3,1,id09,0.52,33,8,0.42424242424242425,0.915,0.4362304277489906,0.915,allq_rate_0p52
oof,Q3,1,id10,0.52,26,7,0.6538461538461539,0.022857142857142878,0.7059552412618074,0.022857142857142878,allq_rate_0p52
oof,Q3,2,id01,0.52,33,8,0.6060606060606061,0.16500000000000004,0.5876916239518338,0.165,allq_rate_0p52
oof,Q3,2,id02,0.52,39,9,0.6923076923076923,0.02,0.5846436192020201,0.019999999999999997,allq_rate_0p52
oof,Q3,2,id03,0.52,27,6,0.7037037037037037,0.02,0.7299493194094042,0.01999999999999998,allq_rate_0p52
oof,Q3,2,id04,0.52,45,12,0.8,0.02,0.7300650733064565,0.02000000000000001,allq_rate_0p52
oof,Q3,2,id05,0.52,35,9,0.7142857142857143,0.02,0.7219093702130115,0.020000000000000004,allq_rate_0p52
oof,Q3,2,id06,0.52,39,9,0.41025641025641024,0.98,0.42969778359822164,0.98,allq_rate_0p52
oof,Q3,2,id07,0.52,39,10,0.48717948717948717,0.648,0.42769423175892907,0.6479999999999999,allq_rate_0p52
oof,Q3,2,id08,0.52,45,11,0.4666666666666667,0.7381818181818183,0.6725302516829154,0.7381818181818182,allq_rate_0p52
oof,Q3,2,id09,0.52,33,8,0.5151515151515151,0.54,0.4196342753610284,0.54,allq_rate_0p52
oof,Q3,2,id10,0.52,27,6,0.6296296296296297,0.02666666666666669,0.44287949997937776,0.02666666666666669,allq_rate_0p52
oof,Q3,3,id01,0.52,33,8,0.5757575757575758,0.29000000000000004,0.7144653979146527,0.2899999999999999,allq_rate_0p52
oof,Q3,3,id02,0.52,38,10,0.7105263157894737,0.02,0.7295070187217506,0.01999999999999999,allq_rate_0p52
oof,Q3,3,id03,0.52,26,7,0.7307692307692307,0.02,0.5914815785718689,0.02000000000000001,allq_rate_0p52
oof,Q3,3,id04,0.52,46,11,0.7391304347826086,0.02,0.7295271100141923,0.020000000000000014,allq_rate_0p52
oof,Q3,3,id05,0.52,35,9,0.6571428571428571,0.02,0.5964756096633295,0.020000000000000018,allq_rate_0p52
oof,Q3,3,id06,0.52,38,10,0.4473684210526316,0.796,0.7148889702006269,0.796,allq_rate_0p52
oof,Q3,3,id07,0.52,39,10,0.5128205128205128,0.548,0.5703219660981793,0.5479999999999999,allq_rate_0p52
oof,Q3,3,id08,0.52,45,11,0.5111111111111111,0.5563636363636365,0.5588403651820513,0.5563636363636365,allq_rate_0p52
oof,Q3,3,id09,0.52,33,8,0.48484848484848486,0.665,0.42283838496081805,0.6649999999999999,allq_rate_0p52
oof,Q3,3,id10,0.52,26,7,0.6153846153846154,0.16571428571428573,0.5682992150004561,0.16571428571428573,allq_rate_0p52
oof,Q3,4,id01,0.52,33,8,0.5757575757575758,0.29000000000000004,0.5690918626824721,0.2900000000000001,allq_rate_0p52
oof,Q3,4,id02,0.52,39,9,0.7435897435897436,0.02,0.7069850182529611,0.019999999999999993,allq_rate_0p52
oof,Q3,4,id03,0.52,27,6,0.7407407407407407,0.02,0.5720706166428201,0.019999999999999993,allq_rate_0p52
oof,Q3,4,id04,0.52,46,11,0.7608695652173914,0.02,0.7108400288878092,0.020000000000000004,allq_rate_0p52
oof,Q3,4,id05,0.52,36,8,0.6944444444444444,0.02,0.5677576076310464,0.02000000000000001,allq_rate_0p52
oof,Q3,4,id06,0.52,39,9,0.41025641025641024,0.98,0.6948240777469542,0.98,allq_rate_0p52
oof,Q3,4,id07,0.52,40,9,0.5,0.6088888888888889,0.6941588347730723,0.6088888888888888,allq_rate_0p52
oof,Q3,4,id08,0.52,45,11,0.4444444444444444,0.8290909090909092,0.5497525477720463,0.829090909090909,allq_rate_0p52
oof,Q3,4,id09,0.52,33,8,0.3333333333333333,0.98,0.5598876628937961,0.9799999999999999,allq_rate_0p52
oof,Q3,4,id10,0.52,27,6,0.7407407407407407,0.02,0.5679314624242582,0.01999999999999999,allq_rate_0p52
test,Q3,-1,id01,0.52,41,27,0.5853658536585366,0.4207407407407407,0.639840439545852,0.4207407407407407,allq_rate_0p52
test,Q3,-1,id02,0.52,48,32,0.7291666666666666,0.20625000000000004,0.6474858424850659,0.20625,allq_rate_0p52
test,Q3,-1,id03,0.52,33,21,0.7272727272727273,0.19428571428571437,0.7188787288501627,0.19428571428571437,allq_rate_0p52
test,Q3,-1,id04,0.52,57,27,0.7719298245614035,0.02,0.656701164267993,0.02,allq_rate_0p52
test,Q3,-1,id05,0.52,44,21,0.6818181818181818,0.18095238095238114,0.6720995100998898,0.18095238095238106,allq_rate_0p52
test,Q3,-1,id06,0.52,48,24,0.5,0.5599999999999999,0.7075179070229897,0.5599999999999999,allq_rate_0p52
test,Q3,-1,id07,0.52,49,30,0.5102040816326531,0.5359999999999999,0.568978450035546,0.5359999999999999,allq_rate_0p52
test,Q3,-1,id08,0.52,56,19,0.44642857142857145,0.7368421052631579,0.4899802533655507,0.7368421052631579,allq_rate_0p52
test,Q3,-1,id09,0.52,41,27,0.43902439024390244,0.642962962962963,0.6327151811524112,0.642962962962963,allq_rate_0p52
test,Q3,-1,id10,0.52,33,22,0.6363636363636364,0.3454545454545455,0.5104496696852849,0.34545454545454546,allq_rate_0p52
oof,Q1,0,id01,0.525,32,9,0.5,0.6138888888888892,0.38812273618277726,0.6138888888888892,allq_rate_0p525
oof,Q1,0,id02,0.525,38,10,0.5789473684210527,0.3200000000000003,0.4647918364292587,0.3200000000000003,allq_rate_0p525
oof,Q1,0,id03,0.525,26,7,0.8846153846153846,0.02,0.8131467496638531,0.020000000000000014,allq_rate_0p525
oof,Q1,0,id04,0.525,45,12,0.4888888888888889,0.6604166666666668,0.6110989039050624,0.6604166666666667,allq_rate_0p525
oof,Q1,0,id05,0.525,35,9,0.6857142857142857,0.02,0.7594300556964532,0.019999999999999993,allq_rate_0p525
oof,Q1,0,id06,0.525,38,10,0.18421052631578946,0.98,0.30856119325719356,0.9799999999999999,allq_rate_0p525
oof,Q1,0,id07,0.525,39,10,0.48717948717948717,0.6725000000000001,0.4231188600317646,0.6724999999999998,allq_rate_0p525
oof,Q1,0,id08,0.525,44,12,0.4318181818181818,0.8666666666666668,0.3669871002688796,0.8666666666666668,allq_rate_0p525
oof,Q1,0,id09,0.525,32,9,0.53125,0.502777777777778,0.38896768738382836,0.5027777777777779,allq_rate_0p525
oof,Q1,0,id10,0.525,26,7,0.4230769230769231,0.9035714285714285,0.5007194466009841,0.9035714285714284,allq_rate_0p525
oof,Q1,1,id01,0.525,33,8,0.3939393939393939,0.98,0.5384931070855642,0.9799999999999999,allq_rate_0p525
oof,Q1,1,id02,0.525,38,10,0.5526315789473685,0.42000000000000026,0.5967320905580747,0.4200000000000002,allq_rate_0p525
oof,Q1,1,id03,0.525,26,7,0.8846153846153846,0.02,0.6039361347811463,0.020000000000000014,allq_rate_0p525
oof,Q1,1,id04,0.525,46,11,0.6086956521739131,0.17500000000000007,0.5664943570866403,0.17500000000000007,allq_rate_0p525
oof,Q1,1,id05,0.525,35,9,0.6,0.2333333333333335,0.602721395882925,0.23333333333333345,allq_rate_0p525
oof,Q1,1,id06,0.525,38,10,0.15789473684210525,0.98,0.3421052596537636,0.9800000000000001,allq_rate_0p525
oof,Q1,1,id07,0.525,39,10,0.48717948717948717,0.6725000000000001,0.5429138311229478,0.6725,allq_rate_0p525
oof,Q1,1,id08,0.525,45,11,0.35555555555555557,0.98,0.43568284548160396,0.9799999999999998,allq_rate_0p525
oof,Q1,1,id09,0.525,33,8,0.5151515151515151,0.5656250000000003,0.4111619722418398,0.5656250000000002,allq_rate_0p525
oof,Q1,1,id10,0.525,26,7,0.46153846153846156,0.7607142857142856,0.3765408662626736,0.7607142857142856,allq_rate_0p525
oof,Q1,2,id01,0.525,33,8,0.45454545454545453,0.8156250000000003,0.27312887322634244,0.8156250000000002,allq_rate_0p525
oof,Q1,2,id02,0.525,39,9,0.5128205128205128,0.5777777777777781,0.4846848028679077,0.577777777777778,allq_rate_0p525
oof,Q1,2,id03,0.525,27,6,0.8148148148148148,0.02,0.8253749605561058,0.02000000000000001,allq_rate_0p525
oof,Q1,2,id04,0.525,45,12,0.6666666666666666,0.02,0.5300147974512049,0.020000000000000007,allq_rate_0p525
oof,Q1,2,id05,0.525,35,9,0.5428571428571428,0.4555555555555557,0.518591233254995,0.4555555555555556,allq_rate_0p525
oof,Q1,2,id06,0.525,39,9,0.10256410256410256,0.98,0.26146065084102366,0.9799999999999999,allq_rate_0p525
oof,Q1,2,id07,0.525,39,10,0.5128205128205128,0.5725000000000001,0.6049432834417064,0.5725000000000001,allq_rate_0p525
oof,Q1,2,id08,0.525,45,11,0.4222222222222222,0.9454545454545457,0.27331028280008346,0.9454545454545457,allq_rate_0p525
oof,Q1,2,id09,0.525,33,8,0.5151515151515151,0.5656250000000003,0.5135307837168388,0.5656250000000003,allq_rate_0p525
oof,Q1,2,id10,0.525,27,6,0.5555555555555556,0.3874999999999999,0.5143083995982666,0.38749999999999996,allq_rate_0p525
oof,Q1,3,id01,0.525,33,8,0.5151515151515151,0.5656250000000003,0.5960919496717141,0.5656250000000003,allq_rate_0p525
oof,Q1,3,id02,0.525,38,10,0.5263157894736842,0.5200000000000002,0.567250695192935,0.5200000000000002,allq_rate_0p525
oof,Q1,3,id03,0.525,26,7,0.8076923076923077,0.02,0.8037218581008274,0.019999999999999993,allq_rate_0p525
oof,Q1,3,id04,0.525,46,11,0.5217391304347826,0.5386363636363637,0.5747027961762879,0.5386363636363636,allq_rate_0p525
oof,Q1,3,id05,0.525,35,9,0.6,0.2333333333333335,0.6409251132707702,0.2333333333333335,allq_rate_0p525
