target,config_key,model,param_profile,weight_profile,top_k,shrink,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor,rank_score,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss
Q1,ridge|logit_newton|ridge3|subject_class|top80,ridge,ridge3,subject_class,80,0.0,0.5904248838716277,0.6185058715032128,0.0,0.0,0.6233982693683049,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859473,0.6185058715032128
Q1,ridge|logit_newton|ridge3|recent_class|top80,ridge,ridge3,recent_class,80,0.0,0.5904248838716277,0.6185058715032128,0.0,0.0,0.6233982693683049,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859473,0.6185058715032128
Q1,ridge|logit_newton|ridge3|recent_resid|top80,ridge,ridge3,recent_resid,80,0.0,0.5904248838716277,0.6185058715032128,0.0,0.0,0.6233982693683049,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859473,0.6185058715032128
Q1,ridge|logit_newton|ridge10|uniform|top80,ridge,ridge10,uniform,80,0.0,0.5904248838716277,0.6185058715032128,0.0,0.0,0.6233982693683049,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859473,0.6185058715032128
Q1,ridge|logit_newton|ridge10|subject_class|top80,ridge,ridge10,subject_class,80,0.0,0.5904248838716277,0.6185058715032128,0.0,0.0,0.6233982693683049,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859473,0.6185058715032128
Q1,ridge|logit_newton|ridge10|recent_class|top80,ridge,ridge10,recent_class,80,0.0,0.5904248838716277,0.6185058715032128,0.0,0.0,0.6233982693683049,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859473,0.6185058715032128
Q1,ridge|logit_newton|ridge10|recent_resid|top80,ridge,ridge10,recent_resid,80,0.0,0.5904248838716277,0.6185058715032128,0.0,0.0,0.6233982693683049,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859473,0.6185058715032128
Q1,ridge|logit_newton|ridge30|uniform|top80,ridge,ridge30,uniform,80,0.0,0.5904248838716277,0.6185058715032128,0.0,0.0,0.6233982693683049,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859473,0.6185058715032128
Q1,ridge|logit_newton|ridge30|subject_class|top80,ridge,ridge30,subject_class,80,0.0,0.5904248838716277,0.6185058715032128,0.0,0.0,0.6233982693683049,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859473,0.6185058715032128
Q1,ridge|logit_newton|ridge30|recent_class|top80,ridge,ridge30,recent_class,80,0.0,0.5904248838716277,0.6185058715032128,0.0,0.0,0.6233982693683049,0.542826510063604,0.6312121035496189,0.5935222474440965,0.5701035275859473,0.6185058715032128
