target,source,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor,tail3_worst,tail3_worst_delta_vs_anchor,fold_std,rank_score,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss,selection_mode,selector_last_guard,selector_full_cap,selector_alpha,selector_tail_guard
Q1,ridge_residual_full,0.5879679030351407,0.606532805999241,-0.002456980836487044,-0.011973065503971814,0.606532805999241,-0.011973065503971814,0.03118485466438757,0.6090954778720524,0.5344377418210166,0.6279702835911902,0.5925123364637841,0.582113197442527,0.606532805999241,last_guard,0.002,0.004,0.0,
Q2,arith:anchor:0.80+ridge_residual_full:0.20,0.6921004215233411,0.6397173748747726,-0.0007794351005814271,0.0016330055743712935,0.7964892955725855,-0.0010291844635276215,0.059732315735436116,0.6577180483587807,0.7098424587312007,0.6304095588611087,0.7964892955725855,0.6832511140102775,0.6397173748747726,last_guard,0.002,0.004,0.0,
Q3,anchor,0.6626805461282007,0.6346920082407534,0.0,0.0,0.6955517920765923,0.0,0.032781320352747036,0.6442038137020795,0.6945061214538464,0.6727576578357087,0.6955517920765923,0.613734493992541,0.6346920082407534,last_guard,0.002,0.004,0.0,
S1,logit:ridge_residual_composite:0.35+ridge_residual_full:0.65,0.48976697309764744,0.45006742057382615,-0.0025851801162045662,0.0005229545568499749,0.5239603805160189,-0.005092445622356556,0.028946739095960645,0.4553176684840197,0.4656019303174815,0.48967741423420524,0.5239603805160189,0.5190996218053082,0.45006742057382615,last_guard,0.002,0.004,0.0,
S2,ridge_residual_full,0.5523303237543977,0.5924888746662645,-0.0077900819353105,-0.030326448229168856,0.5924888746662645,-0.030326448229168856,0.026461005106169232,0.5997704406155724,0.5718257411801718,0.5225637811533103,0.527765274225347,0.5479889858675647,0.5924888746662645,last_guard,0.002,0.004,0.0,
S3,logit:ridge_residual_full:0.80+ridge_residual_last:0.20,0.5113893986218576,0.6013871853956267,-0.030161975899830495,0.0007081604050531709,0.6013871853956267,0.0007081604050531709,0.05320879496848039,0.6150508915173557,0.4745917196922231,0.49176739131138025,0.5437454149110693,0.4540733640542502,0.6013871853956267,last_guard,0.002,0.004,0.0,
S4,ridge_residual_full,0.6226433776469414,0.5839384495097777,-0.008155659957683525,-0.00471593513121249,0.663143049599433,0.002933271525129455,0.03859878919372653,0.5907718293769757,0.6548408438339655,0.5680474978799893,0.6398469516811186,0.663143049599433,0.5839384495097777,last_guard,0.002,0.004,0.0,
